ego_pos,-13.3044,-0.636541
obs_pos,0,0
heading,0.633508
wind,0.306693
23,12,-50,13.8409
24,13,-52,15.8409
25,14,-54,17.8409
26,15,-56,19.8409
27,16,-58,21.8409
28,15,-60,19.8409
####6
ego_pos,-12.5653,-2.42946e-09
obs_pos,0,0
heading,0.78534
wind,0.378465
